Start,20/7/1988,
2.4376,14.6875,1.6328
2.685,15.125,1.6719
2.659,14.75,1.6328
2.659,14.75,1.6328
2.4611,14.1875,1.5937
2.4194,14.0625,1.5781
2.4506,14.4063,1.6328
2.4116,14.25,1.625
2.3387,14.125,1.6172
2.3595,13.9375,1.5937
2.2709,13.5625,1.5859
2.3204,14.25,1.6289
2.297,15.0313,1.6719
2.3699,14.8125,1.6445
2.3751,15.125,1.6406
2.4272,15.125,1.6992
2.4168,15.4375,1.6797
2.396,15.1875,1.6797
2.3855,15.5,1.668
2.3751,15.5625,1.6602
2.3803,15.5625,1.6133
2.3491,15.6875,1.6016
2.3074,15.3438,1.5312
2.2918,15.1563,1.5078
2.3491,15.0938,1.4766
2.3855,14.8438,1.4687
2.4324,15,1.4961
2.4298,14.7813,1.4844
2.4116,14.875,1.5156
2.4116,14.875,1.5156
2.4064,14.8125,1.4922
2.396,15.0625,1.5469
2.4793,14.875,1.5781
2.521,14.9375,1.5625
2.5887,14.375,1.5937
2.56,14.125,1.5977
2.5626,13.5313,1.6094
2.5548,13.625,1.5703
2.521,13.7188,1.5625
2.4637,13.5625,1.582
2.396,13.5,1.5898
2.3439,13.4375,1.5664
2.2501,13.4688,1.5625
2.3439,13.6563,1.5469
2.3672,13.1563,1.5156
2.2734,12.3125,1.5156
2.2617,11.875,1.4922
2.2578,11.3125,1.5937
2.2969,11.1875,1.6484
2.3203,11.0625,1.6875
2.2969,11.3125,1.7187
2.2578,11.5,1.7109
2.1875,11.4063,1.6992
2.0859,11.3125,1.7266
2.2578,11.6875,1.8047
2.1875,12,1.7812
2.2539,12.25,1.8125
2.1836,11.5625,1.7461
2.1836,11.5625,1.7461
2.1719,11.5625,1.7812
2.125,11.0625,1.7539
2.1445,11.4375,1.7812
2.1563,11.4688,1.7969
2.1719,11.4375,1.7656
2.1875,11.75,1.7734
2.2227,11.875,1.8203
2.2344,12,1.8203
2.2578,12.1875,1.8125
2.1953,11.25,1.75
2.1641,11.1875,1.7422
2.2422,11.4375,1.7656
2.1875,11.0625,1.7266
2.2188,11.1875,1.7969
2.2734,11.4688,1.8203
2.2813,11.3125,1.7734
2.3125,11.625,1.8516
2.3125,11.8125,1.8359
2.2852,11.8125,1.8437
2.2734,11.6875,1.8672
2.3047,11.4375,1.9023
2.3086,11.375,1.8945
2.25,11.1875,1.8555
2.2344,11,1.8281
2.2109,10.8438,1.832
2.2148,11.0313,1.8477
2.2305,10.875,1.8437
2.2188,11.0313,1.8047
2.2148,11.1875,1.8281
2.2188,11.1875,1.8633
2.1719,11.1875,1.8281
2.1719,11.1875,1.8047
2.1641,11.125,1.75
2.1992,11.1875,1.7852
2.1797,11.1563,1.7656
2.1563,10.8125,1.7227
2.1992,11.0938,1.7578
2.2383,11.0625,1.7812
2.3008,11.125,1.8047
2.3242,11.25,1.8047
2.3281,11.5,1.8125
2.3281,11.625,1.8477
2.3555,12.125,1.8984
2.3945,11.9375,1.9453
2.375,11.8125,1.9141
2.375,11.8125,1.9141
2.3984,11.9375,1.9062
2.4414,12.25,1.9687
2.4688,12.3125,2.0078
2.4609,11.9063,2
2.5547,12.375,2.0469
2.5391,12.0625,1.9922
2.5117,11.75,1.9922
2.5352,11.5,2.0156
2.4961,11.625,2.0391
2.4727,11.625,2.0273
2.4297,11.4375,2.0078
2.4727,11.875,2.082
2.5078,11.5625,2.0625
2.4609,11.375,2.0234
2.4063,11.1875,2.0391
2.4609,11.2188,2.0469
2.5156,11.2813,2.0547
2.4883,11.0625,1.9922
2.4609,10.9375,1.9531
2.5547,10.875,1.9883
2.5781,11.1875,2.0469
2.5352,10.9375,2.0547
2.6055,10.875,2.0703
2.5742,10.8438,2.0781
2.6211,11,2.0586
2.6328,11.3438,2.0195
2.6094,11.5,1.9727
2.6406,11.375,2
2.668,12.25,1.9766
2.7461,12.25,2.0586
2.7461,12.2813,2.0859
2.8125,12.125,2.1562
2.8047,12.1875,2.1172
2.7695,12.1875,2.0977
2.8125,12.875,2.1406
2.75,12.875,2.1016
2.7656,13.0625,2.1016
2.8125,13.3125,2.0781
2.7734,13.125,2.1094
2.8008,13.0625,2.1172
2.7578,13,2.1016
2.7656,13.125,2.1133
2.8711,13.75,2.1875
2.8984,13.9375,2.1562
2.8711,13.8125,2.1641
2.9023,14.0625,2.1836
2.9297,14.1875,2.1992
2.9219,14.2188,2.1641
2.9141,14.0625,2.1953
2.8984,14.3438,2.1484
2.8125,13.8125,2.1172
2.875,14.4375,2.1719
2.9375,14.5625,2.1797
2.9688,14.375,2.2031
2.7656,14.1875,2.1797
2.8594,14.375,2.1953
2.8477,14.125,2.2031
2.8477,14.125,2.2031
2.8672,14.125,2.2187
2.9102,14.375,2.2344
2.9102,14.5625,2.2812
2.8359,14.3125,2.2891
2.8633,14.375,2.4141
2.8672,14.2188,2.4609
2.918,14.4375,2.4687
2.8906,14.5313,2.4453
2.875,14.4063,2.4844
2.7813,14.3125,2.5156
2.6992,14.375,2.4648
2.7227,14.3125,2.4375
2.6992,14.0938,2.418
2.7188,13.75,2.6094
2.8125,14.2188,2.7031
2.8125,14.5625,2.6719
2.8281,14.9063,2.8125
2.7422,15.1563,2.7734
2.7266,14.9375,2.8125
2.7266,14.75,2.8125
2.7266,14.75,2.8125
2.7344,14.875,2.8242
2.7031,14.9063,2.7812
2.6836,14.6875,2.75
2.668,14.9375,2.7187
2.668,14.9375,2.7187
2.6602,14.5625,2.7031
2.7031,14.8125,2.8437
2.7813,15.4375,3.082
2.7266,15.25,3.1133
2.7227,15.5625,3.0859
2.7852,16.0313,3.1992
2.8047,15.375,3.1875
2.8516,15.875,3.4414
2.8516,16.25,3.5234
2.8047,15.0625,3.4922
2.7891,14.875,3.6445
2.7617,14.9375,3.5859
2.7617,15,3.5195
2.7969,15,3.5
2.793,14.875,3.4844
2.7656,15,3.5234
2.75,15.1875,3.5742
2.6953,15.0625,3.5195
2.7188,14.9688,3.4062
2.7031,14.875,3.3359
2.7344,15.3125,3.4766
2.7813,15.0625,3.4766
2.7617,15,3.4023
2.6563,14.875,3.4141
2.7813,14.3125,3.3398
2.6797,14.125,3.3164
2.6211,14.2188,3.4531
2.6719,13.9375,3.5781
2.6641,13.7813,3.5117
2.6133,13.4688,3.4687
2.6133,13.4688,3.4687
2.5039,13.25,3.3086
2.5078,13.4688,3.3906
2.5508,13.75,3.4375
2.4922,13.75,3.6055
2.3984,13.7813,3.5781
2.4844,13.5625,3.5391
2.6211,13.4063,3.6797
2.6367,13.6875,3.6875
2.6055,13.25,3.6406
2.5469,13.3125,3.6016
2.6445,13.5625,3.7344
2.6484,13.6563,3.7461
2.6172,13.75,3.707
2.5859,13.75,3.6172
2.6133,14.125,3.7187
2.6328,14.1875,3.6875
2.6563,14.1875,3.6602
2.7031,14.2188,3.6523
2.7813,14.0625,3.6758
2.7383,14.25,3.707
2.7422,14.125,3.7422
2.668,13.7813,3.5859
2.6641,13.625,3.6172
2.6328,13.4375,3.5547
2.6055,13.3125,3.5312
2.5977,13.1875,3.5156
2.6953,13.4375,3.5703
2.7305,13.6875,3.6055
2.707,13.3125,3.5664
2.7188,12.75,3.5703
2.8438,13.0625,3.6094
2.8906,12.875,3.5937
2.9063,12.9375,3.4844
2.8047,12.5313,3.3594
2.8594,12.5,3.4414
2.8047,12.1875,3.4844
2.8203,12.625,3.5625
2.7813,12.4375,3.5312
2.7813,12.4375,3.5312
2.8164,12.5,3.6719
2.7773,12.125,3.5195
2.7813,12.1875,3.5234
2.7227,11.8125,3.4883
2.7188,12.0313,3.4375
2.7188,12.125,3.0547
2.7109,12.5,3.1562
2.6523,12.4063,3.2109
2.6016,12.5,3
2.543,12.3125,2.8984
2.5117,12.25,2.7305
2.5781,12.5625,2.875
2.6875,12.8438,2.9531
2.6719,12.6875,2.9922
2.6719,12.8125,2.9727
2.6914,12.9688,3.0312
2.75,13.3438,3.168
2.7891,13.625,3.1719
2.7266,13.4375,3.1641
2.7188,13.6875,3.1875
2.7852,13.75,3.2031
2.7422,13.625,3.1094
2.6953,13.3125,3.0625
2.6797,13.875,3.0586
2.6719,13.875,3.0469
2.7031,13.9375,3.0937
2.7656,13.875,3.1641
2.8906,14.3125,3.2656
2.9414,14.6875,3.2578
2.8906,14.375,3.2344
2.8789,14.4063,3.25
2.8516,14.0938,3.2422
2.9766,14.4375,3.4531
2.9414,14.375,3.5234
2.8945,14.1563,3.4648
2.8945,14.1563,3.4648
3.0078,14.25,3.6094
2.9922,14.25,3.5859
2.957,14.0938,3.5586
2.9375,13.7188,3.5234
2.9141,12.6875,3.6328
2.8828,12.375,3.5391
2.8438,11.0625,3.4922
2.8477,11.125,3.4141
2.793,10.9375,3.5312
2.8828,11.1563,3.5703
2.8906,10.5,3.6094
2.8516,10.5625,3.5312
2.8398,10.3125,3.5078
2.7344,10.25,3.4609
2.7695,9.9063,3.5469
2.75,10.3438,3.4687
2.7695,10.125,3.4375
2.7656,10.4375,3.3594
2.7656,10,3.4141
2.8203,10.0313,3.5
2.7813,9.75,3.5312
2.75,9.875,3.4375
2.7227,9.5,3.375
2.7266,9.625,3.3672
2.7266,9.625,3.3672
2.6875,9.4375,3.3281
2.6055,9.125,3.2891
2.6523,9.125,3.4219
2.6445,9.1875,3.5
2.6172,9.5,3.4766
2.5859,9.3125,3.4062
2.6328,9.3125,3.3359
2.6094,8.9375,3.2969
2.5352,6.875,3.1562
2.4609,6.4063,3.1797
2.5156,6.7188,3.25
2.4688,6.5625,3.1953
2.4258,6.625,3.125
2.4258,6.5625,3.2344
2.4453,6.7188,3.3047
2.3594,6.625,3.3125
2.4453,6.7188,3.3516
2.4688,6.8125,3.3125
2.3125,6.9375,3.2656
2.2734,7.125,3.2891
2.2813,7.25,3.3125
2.2813,7.5625,3.4375
2.3359,7.375,3.4844
2.2891,7.3125,3.5781
2.2813,7.4375,3.6094
2.2188,7.125,3.5547
2.2617,6.875,3.6719
2.3125,6.625,3.6797
2.3516,6.8438,3.7344
2.4297,6.875,4.0234
2.4141,7.0938,4.0625
2.4141,7.125,4.0937
2.3203,6.875,4
2.3828,7,3.9844
2.4063,7.0938,4.0156
2.3711,7,3.9687
2.3203,6.8125,3.9062
2.2539,6.7188,3.9609
2.2461,6.625,3.9766
2.2695,6.5,4
2.3477,6.625,4.0156
2.3984,6.5313,3.9687
2.3945,6.4375,3.9375
2.3672,6.4375,3.9219
2.3672,6.4375,3.9219
2.3359,6.5625,3.875
2.3281,6.6875,3.9375
2.3828,6.5,4.0469
2.4375,6.5625,4.0937
2.3867,6.3125,4.0469
2.3516,6.0625,3.9531
2.3906,6.125,4.0547
2.375,6.1875,4
2.375,6.3125,4.0156
2.3633,6.2188,4.0703
2.375,6.125,4.0781
2.4141,6.375,4.2031
2.4609,6.1875,4.2734
2.5,6.25,4.2969
2.5703,6.1875,4.3984
2.625,6.1875,4.5469
2.5938,5.9688,4.5781
2.5781,5.8438,4.4219
2.5625,5.6875,4.5469
2.582,5.6875,4.5469
2.6016,5.875,4.375
2.6523,5.9063,4.3281
2.6289,5.75,4.2969
2.6406,5.6563,4.3906
2.625,5.9375,4.0937
2.6328,6,4.0625
2.6016,6,3.9687
2.5664,5.9375,4.0469
2.5234,7.0625,4.0469
2.5938,7.0938,3.9375
2.5078,6.9375,3.8906
2.5313,6.9375,3.9219
2.4844,7.5625,4.0312
2.5117,7.5625,4.0156
2.5156,7.5,3.9687
2.4844,7.4375,3.9844
2.4961,7.9375,4.0312
2.4688,7.75,3.9687
2.5039,7.6875,3.9531
2.5273,7.875,3.9531
2.5078,8.1875,3.9219
2.4531,7.9063,3.8047
2.3906,8.0625,3.6875
2.4609,7.9688,3.7969
2.4531,7.6875,3.75
2.4453,7.5313,3.8125
2.543,7.6875,3.9687
2.5508,7.8438,3.9844
2.5586,7.9375,3.9219
2.5156,8,3.75
2.5703,8.5,3.7812
2.5234,8.375,3.6797
2.5078,8.375,3.6172
2.5039,8.25,3.5547
2.4063,8.125,3.5937
2.418,8.25,3.6797
2.4609,8.25,3.75
2.4609,8.25,3.75
2.4688,8.1563,3.7656
2.4844,7.9375,3.7422
2.5,7.875,3.8437
2.5469,7.875,3.9219
2.5898,7.9375,3.9375
2.6797,7.875,3.9687
2.6523,8.0625,3.7187
2.6719,8.0625,3.7109
2.6094,7.9688,3.7187
2.5352,7.5,3.625
2.5586,7.0625,3.5156
2.543,7.375,3.5937
2.5,7.2813,3.5937
2.4922,7.4375,3.6719
2.5,7.3438,3.6719
2.5156,7.375,3.625
2.5625,7.125,3.6562
2.5781,6.875,3.7187
2.5352,7,3.8594
2.5273,6.8125,3.8828
2.5273,6.8125,3.8828
2.5156,7.125,3.9219
2.5859,7.2813,4
2.5469,7.125,3.9453
2.5391,7.4375,3.9375
2.5195,7.3125,3.875
2.5039,7.4688,3.8281
2.5156,7.875,3.9844
2.5703,8.4375,4.0156
2.6445,8.1875,4
2.6641,8.2813,4.1172
2.6797,8.4063,4.1875
2.6641,7.9688,4.1719
2.6719,7.625,4.2734
2.668,7.6563,4.25
2.6758,7.75,4.2812
2.6484,7.5938,4.1406
2.6445,7.3438,4.2031
2.6016,7.3125,3.9062
2.6953,7.4688,3.9844
2.6953,8.3438,4.0703
2.6641,8.75,4.0937
2.6602,8.4688,4.0703
2.6328,8.375,3.9766
2.6328,8.5313,4.0156
2.6523,8.5,4.0703
2.6602,8.1875,4.0781
2.6602,8.3125,4.0391
2.625,8.25,4.0781
2.6406,8.375,3.9531
2.5391,8.375,3.8594
2.5234,9.125,3.875
2.4609,8.9375,3.9687
2.4883,9.0625,3.9922
2.4805,9.125,3.9453
2.4609,9.25,3.9844
2.4727,9.25,3.9922
2.4922,9.2813,4.0625
2.4609,9.1875,4.1875
2.457,9.25,4.1562
2.5,9.0625,4.1719
2.5,9.0625,4.1719
2.4844,9.3125,4.2969
2.5313,9.3125,4.2891
2.4961,9.1563,4.2344
2.5313,9,4.2656
2.5781,9.125,4.2969
2.6016,9.0625,4.1719
2.5859,8.9063,4.1641
2.5313,8.9375,4.25
2.5313,9.1875,4.3516
2.5391,9.4688,4.4531
2.5313,9.25,4.4219
2.5273,9.375,4.4766
2.5273,9.3125,4.3828
2.5547,9.3125,4.2891
2.6211,9.5313,4.375
2.6523,9.4063,4.4531
2.6484,9.1875,4.4922
2.6406,9.125,4.5156
2.6484,9.0938,4.5
2.6016,8.875,4.5156
2.6484,8.75,4.5
2.6953,8.7813,4.4687
2.7266,8.625,4.3906
2.7344,8.1875,4.3594
2.6992,8.3125,4.2891
2.5781,8.1875,4.1406
2.6133,8.125,4.1406
2.6484,8.3125,4.2187
2.6484,8.3125,4.2187
2.6406,8.3125,4.2031
2.7422,8.375,4.2969
2.7813,8.375,4.3516
2.8047,8.2969,4.4141
2.7188,8.375,4.3359
2.7188,8.375,4.3242
2.6484,8,4.1094
2.6523,7.9375,3.9844
2.6289,7.875,3.7422
2.6523,7.5625,3.7344
2.5938,7.4063,3.6562
2.7539,7.25,3.5937
2.7969,7.0625,3.5937
2.8594,7.4063,3.7656
2.8672,7.4375,3.7734
2.9297,7.75,3.9297
2.9668,7.8125,3.9531
2.9668,7.8125,3.9531
2.8789,7.5625,3.8555
2.8906,7.5,3.8125
2.9844,7.75,3.7812
2.9219,7.5625,3.7109
2.9727,8.25,3.6602
2.9492,8.2188,3.6914
2.8828,8.0781,3.7305
2.8828,7.8125,3.6641
2.9375,7.75,3.7187
2.9219,7.5625,3.7187
2.9531,7.4219,3.6602
3.0156,7.5,3.6484
2.9688,7.375,3.5937
2.957,7.3438,3.6406
3.0332,7.6563,3.6836
3.0742,8.0313,3.7578
3.0547,7.7656,3.7344
3.1602,7.625,3.7187
3.1953,7.6875,3.8437
3.2812,7.8125,3.8281
3.25,7.625,3.7812
3.2734,7.4844,3.8359
3.2734,7.4844,3.8359
3.3594,7.3125,3.9062
3.3125,7.0625,4.0381
3.2656,6.8438,4.0312
3.3047,6.9063,3.9375
3.4062,6.8438,3.8555
3.3516,6.875,3.8437
3.25,6.5313,3.7344
3.2656,6.75,3.6875
3.2852,6.625,3.749
3.3047,6.75,3.7187
3.3477,6.7656,3.8281
3.3906,6.9531,3.8086
3.3477,6.5938,3.7812
3.3125,6.625,3.75
3.3437,6.7813,3.6797
3.2891,6.5,3.625
3.2187,6.5625,3.7266
3.1328,6.2813,3.6484
3.0937,6.4023,3.6484
3.2422,6.5625,3.7344
3.207,6.6875,3.7656
3.2109,6.5313,3.7109
3.2266,6.625,3.6562
3.1406,6.4375,3.6875
3.1406,6.4375,3.6875
3.0703,6.625,3.6094
3.0195,6.5313,3.5508
3.1484,6.7031,3.6172
3.0937,6.7656,3.6953
3.0234,6.75,3.7568
3,7.0938,3.7578
3.0937,7.4219,3.8594
3.0469,7.1563,3.8437
3.0391,7.0625,3.7187
3.1562,7.0938,3.6641
3.1328,6.9219,3.5625
3.0234,6.6563,3.5312
2.9844,7,3.6553
3.1602,7.75,3.6172
3.1992,7.9219,3.6133
3.1484,7.8438,3.582
3.0937,7.7656,3.5508
3.0937,7.9688,3.6172
3.2187,8.4219,3.7031
3.3359,8.3438,3.7266
3.3008,8.1406,3.7187
3.3359,8.2813,3.6875
3.2969,8.3125,3.5781
3.2812,8.3125,3.6328
3.3125,8.4375,3.625
3.3437,8.4063,3.7031
3.3828,8.6563,3.7344
3.4531,8.5781,3.7734
3.4531,8.6875,3.7617
3.4023,8.6563,3.7969
3.4297,8.6875,3.8477
3.4922,8.75,3.9844
3.4687,8.6563,3.96
3.4297,8.7188,3.9648
3.4141,8.7188,3.9844
3.4687,8.75,4.0156
3.4844,8.7188,4.0117
3.5117,8.7656,4.0703
3.5547,8.9375,4.125
3.5664,8.8438,4.1328
3.6484,9.0625,4.1875
3.6328,9.0469,4.1094
3.5078,8.75,4.0156
3.5,8.8438,4.0146
3.5,8.8438,4.0146
3.5,8.8906,4.0781
3.582,9.0313,4.1484
3.6211,9.0313,4.1797
3.5547,8.9375,4.1094
3.5078,8.9375,4.0312
3.5977,8.9531,4.0781
3.6016,8.7813,4.0859
3.6406,9,4.1875
3.5547,9.0938,4.1797
3.5547,8.875,4.2031
3.5,8.6406,4.125
3.5781,8.5313,4.0859
3.5625,8.4688,4.0312
3.5,8.4844,3.9531
3.4727,8.4844,3.9141
3.5312,8.4688,3.9062
3.5625,8.4688,3.8437
3.5312,8.5313,3.8516
3.5078,8.4219,3.8437
3.4922,8.2813,3.7656
3.4375,8.4375,3.625
3.4687,9.4688,3.6719
3.4062,9.0625,3.6836
3.3984,9.25,3.7148
3.4219,9.7188,3.7773
3.4883,9.9063,3.7812
3.5156,10.5313,3.7344
3.5781,10.2813,3.6797
3.4961,10.2813,3.6562
3.4453,9.9375,3.6367
3.5391,10.3125,3.6406
3.6016,10.3125,3.75
3.7266,10.25,3.793
3.7109,10.6563,3.7812
3.6797,10.5625,3.7187
3.7305,10.6563,3.6836
3.8125,10.8125,3.75
3.8516,10.625,3.7812
3.8828,10.5313,3.8906
3.9375,10.7969,3.8828
3.9219,10.7813,3.8359
3.9375,10.3438,3.9062
3.9141,10.375,3.8672
3.8437,10.0938,3.7734
3.8672,10.1875,3.7578
3.9766,10.5625,3.8008
3.9844,10.4063,3.8281
3.9805,10.3281,3.8203
3.8906,10.2813,3.7891
4.0312,10.625,3.8906
4.0352,10.3438,3.8477
4.0391,10.2344,3.8203
4.0156,10,3.8828
4.0078,10,3.9961
3.9687,9.5313,4.1328
3.875,9.3438,4.0469
3.8437,9.2188,4.0703
3.8437,9.2188,4.0703
3.8906,9.4375,3.9922
3.9609,9.4531,4.0781
4.0078,9.5625,4.0937
3.9297,9.3125,3.9453
3.9102,9.0469,3.9141
3.9531,9.1406,3.9297
3.957,9.2969,4.0078
3.9609,9.3906,4.0312
3.9375,9.1563,4.0469
3.9062,8.9688,3.9219
3.9453,9.0625,3.9219
3.9453,9.125,3.7734
3.9219,9.0938,3.7812
3.9531,9.4688,3.7734
3.9687,9.2813,3.6641
3.9609,9.3125,3.7187
3.9141,9.7813,3.6133
3.7422,9.625,3.8281
3.8437,9.5938,3.9141
3.7891,9.6563,3.9453
3.8047,9.7188,3.9336
3.8047,9.7188,3.9336
3.7969,9.7813,3.96
3.8125,9.7813,3.9062
3.8633,9.875,4.0234
3.8203,9.75,3.9922
3.8203,9.75,3.9922
3.7617,9.5938,3.9844
3.7891,9.8438,3.9766
3.7266,9.7188,4.0078
3.7891,10.5,4.0625
3.7656,10.3008,4.125
3.8125,10.9219,4.1641
3.8359,11.6875,4.1406
3.8281,11.3438,4.1953
3.9219,11.2188,4.2578
4.0078,11.125,4.2578
4.0391,11.25,4.1875
4.0664,11.4063,4.3359
3.9687,11.4688,4.418
3.8516,10.6563,4.3008
3.9258,10.5625,4.3984
3.876,10.4063,4.4687
3.8594,10.2461,4.4297
3.7422,9.875,4.4023
3.7422,9.9688,4.4375
3.6875,10.0313,4.375
3.7109,10.0938,4.3359
3.6953,10.0313,4.4141
3.6875,10.4063,4.5117
3.7578,10.125,4.5937
3.8047,10.125,4.6016
3.8125,10.2031,4.5625
3.8672,10.5781,4.7891
3.8672,10.9063,4.8437
3.875,10.9375,4.8359
3.875,10.9375,4.8203
3.8672,10.7344,4.9062
3.7969,10.6406,4.9844
3.8047,10.7969,4.9922
3.7734,10.625,4.9258
3.7734,10.625,4.9258
3.7344,10.25,4.9375
3.8437,10.2031,4.9766
3.8516,10.0469,4.8789
3.8281,9.75,4.9062
3.8594,9.5625,4.8945
3.9375,9.875,4.9844
3.9531,10,4.9219
3.9844,10,4.9365
3.9766,10.0625,5.1172
4.0195,9.9375,5.1406
4.084,9.5781,5.0234
4.2812,9.8906,4.9844
4.2422,9.9375,5.0117
4.2852,9.875,5.0312
4.3125,9.5313,5.0859
4.4844,8.75,5.1484
4.4062,8.75,5.1172
4.3828,8.8125,5.0898
4.3711,8.7813,5.0557
4.4453,8.8125,5.2109
4.4023,9.0625,5.2031
4.4336,9.5156,5.2734
4.5469,9.2813,5.3359
4.6172,9.4375,5.3828
4.5625,9.2969,5.4687
4.6016,8.5938,5.5312
4.5156,8.5938,5.4414
4.5078,8.8438,5.3359
4.4453,8.8125,5.3047
4.375,8.875,5.5312
4.3672,8.4688,5.4102
4.4141,8.6875,5.4141
4.375,9.1875,5.3437
4.3516,9.1875,5.4453
4.4336,9.1563,5.5312
4.5078,9.4375,5.7031
4.4766,9.75,5.7344
4.5312,9.5625,5.9375
4.5312,9.5625,5.9375
4.8359,9.5938,5.875
4.7969,9.375,5.8945
4.7578,9.0938,5.832
4.7031,9.4063,5.8125
4.6875,9.7813,5.8047
4.8594,9.75,6.0312
5,9.4375,6.1406
4.9766,9.5625,6.2266
4.9141,9.4688,6.2891
5.1094,9.5625,6.3984
5.1328,9.5625,6.5078
4.9727,9.5313,6.5
5.0547,9.5313,6.7109
5.0937,9.625,6.8672
5,9.7188,6.7891
4.9922,10.125,6.9766
4.9883,10.3125,6.9531
4.9531,10.3594,6.7969
5.0859,10.25,6.8281
5.0469,10.9063,6.793
5.082,10.9063,6.7734
5.3047,10.9375,6.8047
5.375,11,6.9219
5.2891,10.8438,6.9219
5.3359,10.6875,6.9609
5.4531,11.0313,7.125
5.5312,10.9688,7.2812
5.4687,10.875,7.2656
5.5781,10.8438,7.3437
5.4687,10.6719,7.2422
5.4687,10.6719,7.2422
5.1875,10.5,6.9062
5.293,10.3906,7.0156
5.2578,10.5469,7.1719
5.1953,10.5313,7.2812
5.2969,10.875,7.2344
5.1953,11,7.0234
5.25,10.7813,7.0703
5.2578,10.7344,7.1133
5.3047,10.875,7.0469
5.2344,11.043,6.9727
5.2422,11,6.9375
5.2383,10.9063,7.0312
5.3047,10.9063,7.1953
5.4375,10.9688,7.2578
5.6133,11.0938,7.7187
5.7109,11.8438,8.125
5.6562,12.3438,7.957
5.7422,12.2813,8.1719
5.6953,12.1875,8.2031
5.6094,12.0313,8.125
5.4297,11.5938,7.8281
5.4922,11.6563,7.8906
5.5859,11.8125,7.9766
5.6484,11.6094,7.9141
5.6836,11.7344,7.9141
5.6836,11.7344,7.9141
5.668,11.625,7.9688
5.7969,11.75,8.1797
5.9766,12.1563,8.5312
6.1797,12.1563,8.7832
6.0312,11.7813,8.6094
6.2422,11.75,9.0312
6.2578,11.9063,9.2031
6.4766,12.1875,9.4375
6.8125,12.25,9.5547
6.3672,12.0313,9.1563
5.9062,11.375,8.1562
6.0078,11.7656,8.0625
5.75,10.9375,7.8672
5.8516,11.3438,8.4063
6.0234,11.4375,8.625
6,11.3438,8.5156
6.0312,11.7031,8.5937
5.7891,11.375,8.3906
5.6562,11.25,8.125
5.5937,10.875,7.9062
5.5625,11.0938,7.6875
5.6953,11.25,7.7656
5.8672,11.0625,7.75
5.8516,10.8438,7.9375
5.8437,10.625,8.0937
6.0312,10.7813,8.2656
5.8828,10.6875,8.0312
6.0312,10.7656,8.2656
6.1719,10.8438,8.2969
6.1484,11.0156,8.1875
6.1719,11.125,8.3437
6.1953,11.1563,8.2031
6.0703,11.2188,8.1094
5.9062,11.0313,7.5313
6.207,11.1875,7.7812
6.1172,11.375,7.7969
6.0078,11.4375,7.6289
5.8984,11.1875,7.5469
5.6289,10.75,7.3281
5.7422,10.7813,7.3594
5.8281,10.8438,7.5469
5.7812,10.75,7.6719
5.6094,10.7344,7.6094
5.6094,10.7344,7.6094
5.9375,10.875,7.9609
5.8437,10.9375,7.8125
5.9141,11.1875,8.125
5.9687,11.1875,8.2031
6.1016,11.0625,8.2031
6.0156,10.7344,8.1094
6.0078,10.5938,8.1094
5.9297,10,7.9609
5.8398,8.9688,7.7656
5.75,9.1719,7.8594
5.832,9.1875,7.8359
5.8203,9.1563,7.8359
5.6641,9.25,7.6426
5.6094,9.2656,7.5625
5.6396,9.3789,7.5
5.5156,9.3438,7.4687
5.5391,9.0625,7.4141
5.7187,9.4375,7.7344
5.6562,9.3125,7.5156
5.5156,9.4063,7.3906
5.5547,9.4063,7.4766
5.3828,9.0938,7.3359
5.4687,9.125,7.6094
5.3672,8.9219,7.75
5.1953,8.7031,7.5156
5.2344,8.6719,7.7031
5.4141,8.7188,7.8594
5.4766,8.8281,7.9688
5.3906,9,7.8438
5.4219,9.0313,7.8906
5.6953,9.1563,8.1875
5.9766,9.3438,8.4687
6.0469,8.6875,8.5
5.9687,8.7813,8.3906
6.0234,8.7813,8.4375
6.0937,8.7813,8.5
5.9922,8.6875,8.3125
6.125,8.7188,8.3047
6.25,8.6875,8.4844
6.4219,8.8125,8.7188
6.25,9.0781,8.7344
6.1484,9.1563,8.8594
6.25,9.1563,9.1094
6.2187,9.125,9.0625
6.0859,9.5313,8.8516
5.8125,9.9063,8.2969
5.9531,9.7188,8.2422
6.1875,9.8438,8.625
6.0547,9.9375,8.5312
6.0195,10.2188,8.3906
5.875,10.375,8.1406
5.875,10.25,8.0937
5.6172,9.9844,7.8594
5.4609,10.0313,7.8438
5.375,9.6563,7.7656
5.5,9.6563,7.875
5.4609,9.6563,7.7344
5.4609,9.6563,7.7344
5.5,10.0469,7.875
5.4531,9.8438,7.5
5.7187,10,7.9688
5.6094,9.8125,7.875
5.4453,9.5313,7.6094
5.3906,9.4063,7.625
5.4922,9.875,7.7187
5.375,9.875,7.6719
5.6641,9.6875,7.6328
5.6562,9.6406,7.6875
5.9062,9.8438,7.9062
5.8203,9.6563,7.9375
5.7109,9.5,7.7812
5.7344,9.5938,7.8281
5.5469,9.5625,7.5
5.5234,8.8125,7.2812
5.4375,8.0625,7.1562
5.6797,8.1875,7.5469
5.4453,8.1563,7.4531
5.625,8.125,7.4375
5.6562,8.0625,7.375
5.6562,8.0625,7.375
5.6406,8.0156,7.4219
5.5547,8.0938,7.3594
5.4609,8,7.1406
5.4844,7.9688,7.0938
5.4844,7.9688,7.0938
